movie_id,title,genres,year,model_ratings
1,Toy Story (1995),Animation|Children's|Comedy,75,3.873814821243286
2,Jumanji (1995),Adventure|Children's|Fantasy,75,3.0409090518951416
3,Grumpier Old Men (1995),Comedy|Romance,75,3.1109049320220947
4,Waiting to Exhale (1995),Comedy|Drama,75,3.264007568359375
5,Father of the Bride Part II (1995),Comedy,75,2.8310585021972656
6,Heat (1995),Action|Crime|Thriller,75,3.7585012912750244
7,Sabrina (1995),Comedy|Romance,75,3.2924656867980957
8,Tom and Huck (1995),Adventure|Children's,75,3.036618947982788
9,Sudden Death (1995),Action,75,2.479342222213745
10,GoldenEye (1995),Action|Adventure|Thriller,75,3.685258626937866
11,"American President, The (1995)",Comedy|Drama|Romance,75,3.6416943073272705
12,Dracula: Dead and Loving It (1995),Comedy|Horror,75,2.664026975631714
13,Balto (1995),Animation|Children's,75,3.132521390914917
14,Nixon (1995),Drama,75,3.4835574626922607
15,Cutthroat Island (1995),Action|Adventure|Romance,75,2.98844838142395
16,Casino (1995),Drama|Thriller,75,3.5900466442108154
17,Sense and Sensibility (1995),Drama|Romance,75,4.002375602722168
18,Four Rooms (1995),Thriller,75,3.309918165206909
19,Ace Ventura: When Nature Calls (1995),Comedy,75,2.533156633377075
20,Money Train (1995),Action,75,2.8352580070495605
21,Get Shorty (1995),Action|Comedy|Drama,75,3.528982400894165
22,Copycat (1995),Crime|Drama|Thriller,75,3.2440474033355713
23,Assassins (1995),Thriller,75,3.0210812091827393
24,Powder (1995),Drama|Sci-Fi,75,3.0814292430877686
25,Leaving Las Vegas (1995),Drama|Romance,75,3.573993444442749
26,Othello (1995),Drama,75,3.5272257328033447
27,Now and Then (1995),Drama,75,3.182326078414917
28,Persuasion (1995),Romance,75,3.770602226257324
29,"City of Lost Children, The (1995)",Adventure|Sci-Fi,75,3.9802732467651367
30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Drama,75,3.703331232070923
31,Dangerous Minds (1995),Drama,75,3.22717022895813
32,Twelve Monkeys (1995),Drama|Sci-Fi,75,3.8522775173187256
33,Wings of Courage (1995),Adventure|Romance,75,3.6032750606536865
34,Babe (1995),Children's|Comedy|Drama,75,3.87687087059021
35,Carrington (1995),Drama|Romance,75,3.368844747543335
36,Dead Man Walking (1995),Drama,75,3.8685245513916016
37,Across the Sea of Time (1995),Documentary,75,3.0000131130218506
38,It Takes Two (1995),Comedy,75,3.26967453956604
39,Clueless (1995),Comedy|Romance,75,3.6352829933166504
41,Richard III (1995),Drama|War,75,3.7924792766571045
42,Dead Presidents (1995),Action|Crime|Drama,75,3.040236234664917
43,Restoration (1995),Drama,75,3.320434331893921
44,Mortal Kombat (1995),Action|Adventure,75,3.031040668487549
45,To Die For (1995),Comedy|Drama,75,3.462341547012329
46,How to Make an American Quilt (1995),Drama|Romance,75,2.9301226139068604
47,Seven (Se7en) (1995),Crime|Thriller,75,4.0551533699035645
48,Pocahontas (1995),Animation|Children's|Musical|Romance,75,3.0403215885162354
49,When Night Is Falling (1995),Drama|Romance,75,3.750433921813965
50,"Usual Suspects, The (1995)",Crime|Thriller,75,4.39477014541626
52,Mighty Aphrodite (1995),Comedy,75,3.569310426712036
53,Lamerica (1994),Drama,74,3.6977274417877197
54,"Big Green, The (1995)",Children's|Comedy,75,2.920931577682495
55,Georgia (1995),Drama,75,2.9959523677825928
56,Kids of the Round Table (1995),Adventure|Children's|Fantasy,75,2.9911320209503174
57,Home for the Holidays (1995),Drama,75,3.5647459030151367
58,"Postino, Il (The Postman) (1994)",Drama|Romance,74,3.835780143737793
59,"Confessional, The (Le Confessionnal) (1995)",Drama|Mystery,75,3.235581159591675
60,"Indian in the Cupboard, The (1995)",Adventure|Children's|Fantasy,75,3.155282974243164
61,Eye for an Eye (1996),Drama|Thriller,76,3.1521365642547607
62,Mr. Holland's Opus (1995),Drama,75,3.2596514225006104
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy,76,3.0047876834869385
64,Two if by Sea (1996),Comedy|Romance,76,2.8164260387420654
65,Bio-Dome (1996),Comedy,76,2.5726442337036133
66,Lawnmower Man 2: Beyond Cyberspace (1996),Sci-Fi|Thriller,76,2.3881914615631104
67,Two Bits (1995),Drama,75,3.43100905418396
68,French Twist (Gazon maudit) (1995),Comedy|Romance,75,3.2779107093811035
69,Friday (1995),Comedy,75,3.795313596725464
70,From Dusk Till Dawn (1996),Action|Comedy|Crime|Horror|Thriller,76,3.1164498329162598
71,Fair Game (1995),Action,75,2.693209409713745
72,Kicking and Screaming (1995),Comedy|Drama,75,3.3068830966949463
73,"Misérables, Les (1995)",Drama|Musical,75,3.651655912399292
74,Bed of Roses (1996),Drama|Romance,76,2.9143035411834717
75,Big Bully (1996),Comedy|Drama,76,3.3076274394989014
76,Screamers (1995),Sci-Fi|Thriller,75,2.92748761177063
77,Nico Icon (1995),Documentary,75,3.694685697555542
78,"Crossing Guard, The (1995)",Drama,75,3.5157535076141357
79,"Juror, The (1996)",Drama|Thriller,76,2.73384428024292
80,"White Balloon, The (Badkonake Sefid ) (1995)",Drama,75,3.684269428253174
