movie_id,title,genres,year,model_ratings
1,Toy Story (1995),Animation|Children's|Comedy,75,4.188212871551514
2,Jumanji (1995),Adventure|Children's|Fantasy,75,3.2876195907592773
3,Grumpier Old Men (1995),Comedy|Romance,75,3.382749557495117
4,Waiting to Exhale (1995),Comedy|Drama,75,3.291419506072998
5,Father of the Bride Part II (1995),Comedy,75,3.1163957118988037
6,Heat (1995),Action|Crime|Thriller,75,3.956044912338257
7,Sabrina (1995),Comedy|Romance,75,3.578612804412842
8,Tom and Huck (1995),Adventure|Children's,75,2.9886696338653564
9,Sudden Death (1995),Action,75,2.78794527053833
10,GoldenEye (1995),Action|Adventure|Thriller,75,3.8633551597595215
11,"American President, The (1995)",Comedy|Drama|Romance,75,3.7639782428741455
12,Dracula: Dead and Loving It (1995),Comedy|Horror,75,2.9201695919036865
13,Balto (1995),Animation|Children's,75,3.4352028369903564
14,Nixon (1995),Drama,75,3.596337080001831
15,Cutthroat Island (1995),Action|Adventure|Romance,75,2.748823404312134
16,Casino (1995),Drama|Thriller,75,3.7947957515716553
17,Sense and Sensibility (1995),Drama|Romance,75,4.11356258392334
18,Four Rooms (1995),Thriller,75,3.5822560787200928
19,Ace Ventura: When Nature Calls (1995),Comedy,75,2.594856023788452
20,Money Train (1995),Action,75,3.0163142681121826
21,Get Shorty (1995),Action|Comedy|Drama,75,3.5112407207489014
22,Copycat (1995),Crime|Drama|Thriller,75,3.391674757003784
23,Assassins (1995),Thriller,75,2.9079275131225586
25,Leaving Las Vegas (1995),Drama|Romance,75,3.6564488410949707
26,Othello (1995),Drama,75,3.605077028274536
27,Now and Then (1995),Drama,75,3.2345988750457764
28,Persuasion (1995),Romance,75,4.09072732925415
29,"City of Lost Children, The (1995)",Adventure|Sci-Fi,75,4.21378231048584
31,Dangerous Minds (1995),Drama,75,3.396994113922119
33,Wings of Courage (1995),Adventure|Romance,75,3.5892059803009033
35,Carrington (1995),Drama|Romance,75,3.4966719150543213
36,Dead Man Walking (1995),Drama,75,3.9888088703155518
37,Across the Sea of Time (1995),Documentary,75,3.08854603767395
38,It Takes Two (1995),Comedy,75,3.4062278270721436
39,Clueless (1995),Comedy|Romance,75,3.705122709274292
