movie_id,title,genres,year,model_ratings
1,Toy Story (1995),Animation|Children's|Comedy,75,3.785877227783203
2,Jumanji (1995),Adventure|Children's|Fantasy,75,2.9780185222625732
3,Grumpier Old Men (1995),Comedy|Romance,75,2.8262698650360107
4,Waiting to Exhale (1995),Comedy|Drama,75,3.1402008533477783
5,Father of the Bride Part II (1995),Comedy,75,3.0786969661712646
6,Heat (1995),Action|Crime|Thriller,75,3.8475759029388428
7,Sabrina (1995),Comedy|Romance,75,3.308997631072998
9,Sudden Death (1995),Action,75,2.542038679122925
10,GoldenEye (1995),Action|Adventure|Thriller,75,3.469264507293701
11,"American President, The (1995)",Comedy|Drama|Romance,75,3.5279033184051514
12,Dracula: Dead and Loving It (1995),Comedy|Horror,75,2.838785171508789
13,Balto (1995),Animation|Children's,75,2.999089002609253
14,Nixon (1995),Drama,75,3.4432718753814697
15,Cutthroat Island (1995),Action|Adventure|Romance,75,3.0515894889831543
16,Casino (1995),Drama|Thriller,75,3.599273920059204
17,Sense and Sensibility (1995),Drama|Romance,75,3.794405221939087
18,Four Rooms (1995),Thriller,75,3.353924512863159
19,Ace Ventura: When Nature Calls (1995),Comedy,75,2.389923572540283
20,Money Train (1995),Action,75,2.6112451553344727
21,Get Shorty (1995),Action|Comedy|Drama,75,3.29659366607666
22,Copycat (1995),Crime|Drama|Thriller,75,3.3115506172180176
23,Assassins (1995),Thriller,75,2.816490411758423
24,Powder (1995),Drama|Sci-Fi,75,2.9848289489746094
25,Leaving Las Vegas (1995),Drama|Romance,75,3.5648810863494873
26,Othello (1995),Drama,75,3.46355938911438
27,Now and Then (1995),Drama,75,2.944807767868042
28,Persuasion (1995),Romance,75,3.9459145069122314
29,"City of Lost Children, The (1995)",Adventure|Sci-Fi,75,3.9109532833099365
30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Drama,75,3.4822170734405518
31,Dangerous Minds (1995),Drama,75,3.1001267433166504
32,Twelve Monkeys (1995),Drama|Sci-Fi,75,3.8435232639312744
33,Wings of Courage (1995),Adventure|Romance,75,3.429128408432007
34,Babe (1995),Children's|Comedy|Drama,75,3.825660228729248
35,Carrington (1995),Drama|Romance,75,3.1930148601531982
36,Dead Man Walking (1995),Drama,75,3.980004072189331
37,Across the Sea of Time (1995),Documentary,75,2.9654381275177
38,It Takes Two (1995),Comedy,75,3.2705745697021484
39,Clueless (1995),Comedy|Romance,75,3.5981318950653076
40,"Cry, the Beloved Country (1995)",Drama,75,3.8676669597625732
41,Richard III (1995),Drama|War,75,3.8610317707061768
42,Dead Presidents (1995),Action|Crime|Drama,75,3.039961338043213
43,Restoration (1995),Drama,75,3.3921959400177
44,Mortal Kombat (1995),Action|Adventure,75,2.7763874530792236
45,To Die For (1995),Comedy|Drama,75,3.5127274990081787
46,How to Make an American Quilt (1995),Drama|Romance,75,2.8235886096954346
47,Seven (Se7en) (1995),Crime|Thriller,75,3.9800503253936768
48,Pocahontas (1995),Animation|Children's|Musical|Romance,75,3.0262467861175537
49,When Night Is Falling (1995),Drama|Romance,75,3.5554287433624268
50,"Usual Suspects, The (1995)",Crime|Thriller,75,4.2972307205200195
52,Mighty Aphrodite (1995),Comedy,75,3.5103752613067627
53,Lamerica (1994),Drama,74,3.637366533279419
54,"Big Green, The (1995)",Children's|Comedy,75,2.763937473297119
55,Georgia (1995),Drama,75,3.090737819671631
56,Kids of the Round Table (1995),Adventure|Children's|Fantasy,75,3.08900785446167
57,Home for the Holidays (1995),Drama,75,3.3296382427215576
58,"Postino, Il (The Postman) (1994)",Drama|Romance,74,4.014371395111084
59,"Confessional, The (Le Confessionnal) (1995)",Drama|Mystery,75,3.2751424312591553
60,"Indian in the Cupboard, The (1995)",Adventure|Children's|Fantasy,75,3.080220937728882
61,Eye for an Eye (1996),Drama|Thriller,76,3.0350120067596436
62,Mr. Holland's Opus (1995),Drama,75,3.2969086170196533
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy,76,2.9212725162506104
64,Two if by Sea (1996),Comedy|Romance,76,2.9171903133392334
65,Bio-Dome (1996),Comedy,76,2.4604485034942627
66,Lawnmower Man 2: Beyond Cyberspace (1996),Sci-Fi|Thriller,76,2.3215973377227783
67,Two Bits (1995),Drama,75,3.199450731277466
68,French Twist (Gazon maudit) (1995),Comedy|Romance,75,3.2981114387512207
69,Friday (1995),Comedy,75,3.7673757076263428
70,From Dusk Till Dawn (1996),Action|Comedy|Crime|Horror|Thriller,76,3.149308919906616
71,Fair Game (1995),Action,75,2.4848735332489014
72,Kicking and Screaming (1995),Comedy|Drama,75,3.152876377105713
73,"Misérables, Les (1995)",Drama|Musical,75,3.4631364345550537
74,Bed of Roses (1996),Drama|Romance,76,2.958200216293335
75,Big Bully (1996),Comedy|Drama,76,3.3301331996917725
76,Screamers (1995),Sci-Fi|Thriller,75,2.8920180797576904
77,Nico Icon (1995),Documentary,75,3.393303155899048
78,"Crossing Guard, The (1995)",Drama,75,3.3203847408294678
79,"Juror, The (1996)",Drama|Thriller,76,2.666364908218384
80,"White Balloon, The (Badkonake Sefid ) (1995)",Drama,75,3.849933385848999
81,Things to Do in Denver when You're Dead (1995),Crime|Drama|Romance,75,3.342430830001831
82,Antonia's Line (Antonia) (1995),Drama,75,3.6176085472106934
83,Once Upon a Time... When We Were Colored (1995),Drama,75,3.5044102668762207
84,Last Summer in the Hamptons (1995),Comedy|Drama,75,3.2724685668945312
85,Angels and Insects (1995),Drama|Romance,75,2.96685528755188
86,White Squall (1996),Adventure|Drama,76,3.2417471408843994
87,Dunston Checks In (1996),Children's|Comedy,76,2.5272233486175537
88,Black Sheep (1996),Comedy,76,3.0101654529571533
89,Nick of Time (1995),Action|Thriller,75,3.3718056678771973
90,"Journey of August King, The (1995)",Drama,75,3.681837797164917
92,Mary Reilly (1996),Drama|Thriller,76,2.738269329071045
93,Vampire in Brooklyn (1995),Comedy|Romance,75,2.5177114009857178
94,Beautiful Girls (1996),Drama,76,3.3915066719055176
95,Broken Arrow (1996),Action|Thriller,76,2.838937997817993
96,In the Bleak Midwinter (1995),Comedy,75,3.4043500423431396
97,"Hate (Haine, La) (1995)",Drama,75,3.6119253635406494
98,Shopping (1994),Action|Thriller,74,3.2215793132781982
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,75,3.5438220500946045
100,City Hall (1996),Drama|Thriller,76,2.898890972137451
101,Bottle Rocket (1996),Comedy,76,4.045241355895996
102,Mr. Wrong (1996),Comedy,76,2.4583394527435303
103,Unforgettable (1996),Thriller,76,3.282569408416748
104,Happy Gilmore (1996),Comedy,76,3.3362934589385986
105,"Bridges of Madison County, The (1995)",Drama|Romance,75,3.3892457485198975
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,74,3.3868319988250732
107,Muppet Treasure Island (1996),Adventure|Children's|Comedy|Musical,76,2.9673423767089844
108,Catwalk (1995),Documentary,75,3.0091395378112793
110,Braveheart (1995),Action|Drama|War,75,4.198044300079346
111,Taxi Driver (1976),Drama|Thriller,56,3.987065076828003
112,Rumble in the Bronx (1995),Action|Adventure|Crime,75,3.6524527072906494
113,Before and After (1996),Drama|Mystery,76,3.038027048110962
114,Margaret's Museum (1995),Drama,75,2.975243330001831
116,Anne Frank Remembered (1995),Documentary,75,3.9447379112243652
117,"Young Poisoner's Handbook, The (1995)",Crime,75,3.657703399658203
118,If Lucy Fell (1996),Comedy|Romance,76,3.349388360977173
119,"Steal Big, Steal Little (1995)",Comedy,75,2.9170567989349365
120,Race the Sun (1996),Drama,76,3.7393710613250732
121,"Boys of St. Vincent, The (1993)",Drama,73,3.8165977001190186
122,Boomerang (1992),Comedy|Romance,72,2.7748076915740967
123,Chungking Express (1994),Drama|Mystery|Romance,74,3.6730098724365234
124,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama,75,2.8537399768829346
125,Flirting With Disaster (1996),Comedy,76,3.6541154384613037
126,"NeverEnding Story III, The (1994)",Adventure|Children's|Fantasy,74,2.055294990539551
127,"Silence of the Palace, The (Saimt el Qusur) (1994)",Drama,74,3.99565052986145
128,Jupiter's Wife (1994),Documentary,74,4.119808673858643
129,Pie in the Sky (1995),Comedy|Romance,75,2.808840036392212
130,Angela (1995),Drama,75,2.802990674972534
131,Frankie Starlight (1995),Drama|Romance,75,3.2808549404144287
132,Jade (1995),Thriller,75,3.0195324420928955
133,Nueba Yol (1995),Comedy|Drama,75,2.9905200004577637
134,Sonic Outlaws (1995),Documentary,75,3.752551794052124
135,Down Periscope (1996),Comedy,76,2.9819281101226807
136,From the Journals of Jean Seberg (1995),Documentary,75,3.744518518447876
137,Man of the Year (1995),Documentary,75,3.2030434608459473
138,"Neon Bible, The (1995)",Drama,75,2.9913418292999268
139,Target (1995),Action|Drama,75,3.5527122020721436
140,Up Close and Personal (1996),Drama|Romance,76,3.2534430027008057
141,"Birdcage, The (1996)",Comedy,76,3.843496084213257
142,Shadows (Cienie) (1988),Drama,68,2.6652324199676514
144,"Brothers McMullen, The (1995)",Comedy,75,3.226067066192627
145,Bad Boys (1995),Action,75,3.2310972213745117
146,"Amazing Panda Adventure, The (1995)",Adventure|Children's,75,2.7708702087402344
147,"Basketball Diaries, The (1995)",Drama,75,3.3650591373443604
148,"Awfully Big Adventure, An (1995)",Drama,75,2.857487201690674
149,Amateur (1994),Crime|Drama|Thriller,74,3.7288196086883545
150,Apollo 13 (1995),Drama,75,3.870034694671631
151,Rob Roy (1995),Drama|Romance|War,75,3.4987239837646484
152,"Addiction, The (1995)",Horror,75,3.148557424545288
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,75,2.7174363136291504
154,Belle de jour (1967),Drama,47,3.591494083404541
155,Beyond Rangoon (1995),Drama|War,75,3.33471941947937
156,Blue in the Face (1995),Comedy,75,3.2325384616851807
157,Canadian Bacon (1994),Comedy|War,74,2.7862436771392822
158,Casper (1995),Adventure|Children's,75,3.200528144836426
159,Clockers (1995),Drama,75,3.395517587661743
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,75,2.4008824825286865
161,Crimson Tide (1995),Drama|Thriller|War,75,3.593492031097412
162,Crumb (1994),Documentary,74,3.957390308380127
163,Desperado (1995),Action|Romance|Thriller,75,3.7550301551818848
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,75,3.3718249797821045
165,Die Hard: With a Vengeance (1995),Action|Thriller,75,3.7385709285736084
166,"Doom Generation, The (1995)",Comedy|Drama,75,2.6522839069366455
167,Feast of July (1995),Drama,75,3.161304235458374
168,First Knight (1995),Action|Adventure|Drama|Romance,75,2.9686977863311768
169,Free Willy 2: The Adventure Home (1995),Adventure|Children's|Drama,75,2.455944299697876
171,Jeffrey (1995),Comedy,75,3.5213167667388916
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,75,2.8007709980010986
173,Judge Dredd (1995),Action|Adventure|Sci-Fi,75,2.42995023727417
174,Jury Duty (1995),Comedy,75,2.7441842555999756
175,Kids (1995),Drama,75,3.4453279972076416
176,Living in Oblivion (1995),Comedy,75,3.602426528930664
177,Lord of Illusions (1995),Horror,75,2.9120852947235107
178,Love & Human Remains (1993),Comedy,73,3.0500423908233643
179,Mad Love (1995),Drama|Romance,75,2.3805737495422363
180,Mallrats (1995),Comedy,75,3.510237455368042
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children's,75,2.1764867305755615
182,Moonlight and Valentino (1995),Drama|Romance,75,2.9013731479644775
183,Mute Witness (1994),Thriller,74,3.599041223526001
184,Nadja (1994),Drama,74,3.5441839694976807
185,"Net, The (1995)",Sci-Fi|Thriller,75,3.0473568439483643
186,Nine Months (1995),Comedy,75,3.0699493885040283
187,Party Girl (1995),Comedy,75,3.4044601917266846
188,"Prophecy, The (1995)",Horror,75,2.9671971797943115
189,Reckless (1995),Comedy,75,3.74531626701355
190,Safe (1995),Thriller,75,3.491079092025757
191,"Scarlet Letter, The (1995)",Drama,75,2.590911626815796
192,"Show, The (1995)",Documentary,75,3.3518097400665283
193,Showgirls (1995),Drama,75,2.245117425918579
194,Smoke (1995),Drama,75,3.968853712081909
195,Something to Talk About (1995),Comedy|Drama|Romance,75,3.107971429824829
196,Species (1995),Horror|Sci-Fi,75,2.707975149154663
197,"Stars Fell on Henrietta, The (1995)",Drama,75,2.982346534729004
198,Strange Days (1995),Action|Crime|Sci-Fi,75,3.025527238845825
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical,44,3.9389402866363525
200,"Tie That Binds, The (1995)",Thriller,75,3.104564905166626
201,Three Wishes (1995),Drama,75,3.131901979446411
202,Total Eclipse (1995),Drama|Romance,75,3.117455244064331
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,75,2.757091999053955
204,Under Siege 2: Dark Territory (1995),Action,75,3.012908697128296
205,Unstrung Heroes (1995),Comedy|Drama,75,3.6749494075775146
206,Unzipped (1995),Documentary,75,3.3002920150756836
207,"Walk in the Clouds, A (1995)",Drama|Romance,75,3.0196096897125244
208,Waterworld (1995),Action|Adventure,75,2.4958789348602295
209,White Man's Burden (1995),Drama,75,2.648517608642578
210,Wild Bill (1995),Western,75,3.4910552501678467
211,"Browning Version, The (1994)",Drama,74,3.266920804977417
212,Bushwhacked (1995),Comedy,75,2.9639618396759033
213,Burnt By the Sun (Utomlyonnye solntsem) (1994),Drama,74,3.5514018535614014
214,Before the Rain (Pred dozhdot) (1994),Drama,74,3.9160239696502686
215,Before Sunrise (1995),Drama|Romance,75,3.80696177482605
216,Billy Madison (1995),Comedy,75,3.410219669342041
217,"Babysitter, The (1995)",Drama|Thriller,75,2.636504888534546
218,Boys on the Side (1995),Comedy|Drama,75,3.1391241550445557
219,"Cure, The (1995)",Drama,75,3.572162389755249
220,Castle Freak (1995),Horror,75,2.502098321914673
222,Circle of Friends (1995),Drama|Romance,75,3.225097417831421
223,Clerks (1994),Comedy,74,3.977003335952759
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,75,3.3742945194244385
225,Disclosure (1994),Drama|Thriller,74,3.0696237087249756
226,Dream Man (1995),Thriller,75,3.691974401473999
227,Drop Zone (1994),Action,74,2.7938318252563477
228,Destiny Turns on the Radio (1995),Comedy,75,2.896897077560425
229,Death and the Maiden (1994),Drama|Thriller,74,3.3209228515625
230,Dolores Claiborne (1994),Drama|Thriller,74,3.627678632736206
231,Dumb & Dumber (1994),Comedy,74,2.888878107070923
232,Eat Drink Man Woman (1994),Comedy|Drama,74,3.916884183883667
233,Exotica (1994),Drama,74,4.0008368492126465
234,Exit to Eden (1994),Comedy,74,2.2229671478271484
235,Ed Wood (1994),Comedy|Drama,74,3.537757158279419
236,French Kiss (1995),Comedy|Romance,75,3.367384672164917
237,Forget Paris (1995),Comedy|Romance,75,3.1343939304351807
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children's,75,2.948676586151123
239,"Goofy Movie, A (1995)",Animation|Children's|Comedy|Romance,75,3.0561232566833496
240,Hideaway (1995),Thriller,75,3.139828681945801
241,Fluke (1995),Children's|Drama,75,2.837817430496216
242,Farinelli: il castrato (1994),Drama|Musical,74,3.546574831008911
243,Gordy (1995),Comedy,75,3.1061172485351562
244,Gumby: The Movie (1995),Animation|Children's,75,2.8596484661102295
245,"Glass Shield, The (1994)",Crime|Drama,74,2.690842866897583
246,Hoop Dreams (1994),Documentary,74,4.161256790161133
247,Heavenly Creatures (1994),Drama|Fantasy|Romance|Thriller,74,3.7064669132232666
248,Houseguest (1994),Comedy,74,3.056828737258911
249,Immortal Beloved (1994),Drama|Romance,74,3.542844533920288
250,Heavyweights (1994),Children's|Comedy,74,3.160472869873047
251,"Hunted, The (1995)",Action,75,3.4225013256073
252,I.Q. (1994),Comedy|Romance,74,3.3077712059020996
253,Interview with the Vampire (1994),Drama|Horror,74,3.6950857639312744
254,Jefferson in Paris (1995),Drama,75,2.8708746433258057
