movie_id,title,genres,year,model_ratings
1,Toy Story (1995),Animation|Children's|Comedy,75,3.7752180099487305
2,Jumanji (1995),Adventure|Children's|Fantasy,75,3.063342809677124
3,Grumpier Old Men (1995),Comedy|Romance,75,3.0630910396575928
4,Waiting to Exhale (1995),Comedy|Drama,75,3.079680919647217
5,Father of the Bride Part II (1995),Comedy,75,2.991868257522583
6,Heat (1995),Action|Crime|Thriller,75,3.646582841873169
7,Sabrina (1995),Comedy|Romance,75,3.0873043537139893
8,Tom and Huck (1995),Adventure|Children's,75,2.776094913482666
9,Sudden Death (1995),Action,75,2.639638662338257
10,GoldenEye (1995),Action|Adventure|Thriller,75,3.3661746978759766
12,Dracula: Dead and Loving It (1995),Comedy|Horror,75,2.7953670024871826
13,Balto (1995),Animation|Children's,75,2.9407904148101807
14,Nixon (1995),Drama,75,3.3246753215789795
15,Cutthroat Island (1995),Action|Adventure|Romance,75,2.652557611465454
17,Sense and Sensibility (1995),Drama|Romance,75,3.914736747741699
18,Four Rooms (1995),Thriller,75,3.1822726726531982
19,Ace Ventura: When Nature Calls (1995),Comedy,75,2.5295629501342773
20,Money Train (1995),Action,75,2.6913697719573975
22,Copycat (1995),Crime|Drama|Thriller,75,3.1135404109954834
23,Assassins (1995),Thriller,75,2.8638484477996826
24,Powder (1995),Drama|Sci-Fi,75,3.1419897079467773
25,Leaving Las Vegas (1995),Drama|Romance,75,3.361243963241577
26,Othello (1995),Drama,75,3.4040985107421875
27,Now and Then (1995),Drama,75,3.042022228240967
28,Persuasion (1995),Romance,75,3.76078724861145
29,"City of Lost Children, The (1995)",Adventure|Sci-Fi,75,3.588690996170044
30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Drama,75,3.4303839206695557
31,Dangerous Minds (1995),Drama,75,3.0432674884796143
33,Wings of Courage (1995),Adventure|Romance,75,3.211308479309082
34,Babe (1995),Children's|Comedy|Drama,75,3.7999184131622314
35,Carrington (1995),Drama|Romance,75,3.2419795989990234
37,Across the Sea of Time (1995),Documentary,75,2.8995859622955322
38,It Takes Two (1995),Comedy,75,3.0061585903167725
39,Clueless (1995),Comedy|Romance,75,3.3129775524139404
40,"Cry, the Beloved Country (1995)",Drama,75,3.7409136295318604
41,Richard III (1995),Drama|War,75,3.709143877029419
42,Dead Presidents (1995),Action|Crime|Drama,75,2.968583822250366
43,Restoration (1995),Drama,75,3.435680627822876
44,Mortal Kombat (1995),Action|Adventure,75,2.7197349071502686
45,To Die For (1995),Comedy|Drama,75,3.3770415782928467
46,How to Make an American Quilt (1995),Drama|Romance,75,2.9009182453155518
47,Seven (Se7en) (1995),Crime|Thriller,75,3.8433094024658203
48,Pocahontas (1995),Animation|Children's|Musical|Romance,75,2.8111913204193115
49,When Night Is Falling (1995),Drama|Romance,75,3.3653042316436768
53,Lamerica (1994),Drama,74,3.5767195224761963
54,"Big Green, The (1995)",Children's|Comedy,75,2.784578561782837
55,Georgia (1995),Drama,75,3.0428268909454346
56,Kids of the Round Table (1995),Adventure|Children's|Fantasy,75,2.979032278060913
57,Home for the Holidays (1995),Drama,75,3.3195736408233643
58,"Postino, Il (The Postman) (1994)",Drama|Romance,74,3.9334678649902344
59,"Confessional, The (Le Confessionnal) (1995)",Drama|Mystery,75,2.9430105686187744
60,"Indian in the Cupboard, The (1995)",Adventure|Children's|Fantasy,75,2.902961015701294
61,Eye for an Eye (1996),Drama|Thriller,76,2.8929202556610107
62,Mr. Holland's Opus (1995),Drama,75,3.199678659439087
